,reviews_raw,language,reviews
483,"Uma quantidade muito grande de burocracia para fazer coisas simples sem haver necessidade, se houver possível contratação esperam até o ultimo minuto para informar.",p,"Too much bureaucracy to do simple things with no need, if possible hiring wait until the last minute to inform."
484,"A administração local da empresa deixa muito a desejar no quesito remuneração, eu trabalho a bastante tempo em uma função e nao recebo para tal coisa.",p,"The local administration of the company leaves much to be desired in the matter of remuneration, I work a long time in a position and I do not receive for such thing."
485,"a empresa é muito grande, pois trata-se de uma indústria com várias áreas de atuação, devido a isso há um enorme cansaço nas transições de uma sessão para outra",p,"the company is very big, because it is an industry with several areas of activity, due to this there is a huge weariness in the transitions from one session to another"
486,Colaboradores desmotivado para produzir mais.,p,Contributors unmotivated to produce more.
487,"Baixa rotatividade nos cargos, a dificuldade na demissão de funcionários quando os mesmos desejam sair, problemas de saúde ocupacional, falta de humanização na empresa, péssimas condições no transporte de funcionários na cidade de Rio Verde - GO.",p,"Low turnover in positions, difficulty in dismissing employees when they want to leave, occupational health problems, lack of humanization in the company, poor conditions in the transportation of employees in the city of Rio Verde - GO."
488,"Alta rotatividade da alta liderança, falta de transferência de propósito, desorganização, processo de sucessão injusto, cultura não consolidada.",p,"High turnover of high leadership, lack of purpose transfer, disorganization, unjust succession process, unconsolidated culture."
489,"muito difícil conseguir promoção e aumento de salario, poucas oportunidades para os trabalhores conseguirem aumentar sua renda e subir de cargo",p,"very difficult to achieve promotion and increase of salary, few opportunities for the workers to increase their income and to increase of charge"
490,Salários abaixo do mercado.,p,Wages below market.
491,"Salario um pouco abaixo do ideal, as vezes ficamos 2 anos sem receber aumento e quando vem, as vezes abaixo da inflação, desmotivado muitos funcionários.",p,"Salary a little below the ideal, sometimes we stay 2 years without receiving increase and when it comes, sometimes below inflation, demotivated many employees."
492,Nada a declarar.. tinha um amor pela minha profissão e meu chefe também entendia quando minhas Marias ficavam doente! Ótimo profissional! Obrigada pela oportunidade,p,Nothing to declare .. I had a love for my profession and my boss also understood when my Marias got sick! Great professional! Thanks for the opportunity
493,"Muita burocracia para tomar decisoes. Isso mudou muito para o melhor. como a empresa lida com alta complexidade em sua cadeia, isso prejudicava qualquer tomada de decisao mais rapida.",p,"Lots of bureaucracy to make decisions. That changed a lot for the better. as the company deals with high complexity in its chain, this hindered any decision making faster."
494,"Falta de organização em todos os setores da empresa no que doz respeito a compras, processo muito demorado , se precisamos de uma ferramenta hj às vezes leva 90 dias",p,"Lack of organization in all sectors of the company in what respects purchases, very time consuming process if we need an hj tool sometimes takes 90 days"
495,Processos internos podem ser menos Burocráticos. Comunicação interna pode melhorar muito. Salario varia muito entre mesmos cargos. .,p,Internal processes may be less bureaucratic. Internal communication can greatly improve. Salary varies widely between same positions. .
496,Instabilidade no emprego; venda de plantas; alto turnover; venda de ativos; alta rotatividade do conselho administrativo; alta rotatividade dos gestores,p,Instability in employment; sale of plants; high turnover; sale of assets; high turnover of the board of directors; high turnover of managers
497,"Horário de trabalho não muito flexível. Apesar de haver chance de troca de turno, mas ainda assim o horario da noite é ruim pra quem não tem transporte.",p,"Working hours not very flexible. Although there is a chance of change of shift, but still the night schedule is bad for those who do not have transportation."
498,"Falta de gestao em todos Os setores, falta de treinamento para funcionários, valorizar mais pessoas de fora do que funcionários de dentro, irresponsabilidade generalizada com direitos trabalhistas e segurança dos funcionários",p,"Lack of management at all Sectors, lack of training for employees, valuing more outsiders than inside employees, widespread irresponsibility with labor rights and employee safety"
499,Mudança constante da gestão nos últimos anos ocasionou falta de clareza nas diretrizes e aumento da burocracia interna. Sobrecarga de trabalho faz parte da cultura da empresa.,p,Steady change in management in recent years has led to a lack of clarity in the guidelines and an increase in internal bureaucracy. Overloading work is part of the company culture.
500,"As proteínas do almoço eram sobras da produção, muitas vezes a proteína era pizza, nuggets, hambúrguer.. Muita pressão e pouco tempo para resolução de problemas sérios. Muitas reuniões e pouca ação.",p,"Lunch proteins were leftovers from production, often the protein was pizza, nuggets, hamburger .. Lots of pressure and little time to solve serious problems. Lots of meetings and little action."
501,Ausência de estruturação para ampliação e ausência de aplicação da cultura meritocrática que pregam. Muitas mudanças em curtos espaços de tempo por erros de definição de estratégia a ser seguida.,p,Lack of structuring for amplification and lack of application of the meritocratic culture they preach. Many changes in short time frames due to strategy definition errors to be followed.
502,"Não tive nenhuma experiência ruim ou ponto negativo enquanto trabalhei lá. Talvez o salário pudesse ser um pouco maior, mas não chegava a ser abaixo da média de mercado, por isso, não considero um ponto negativo.",p,"I had no bad experiences or bad points while I worked there. Maybe the salary could be a little bigger, but it was not even below the market average, so I do not consider it a bad point."
503,"Na minha opinião o ponto negativo é estar trabalhando em um frigorífico. Pessoalmente, não me adaptei ao ambiente, que é muito frio, fechado e com um processo produtivo em massa.",p,"In my opinion the downside is being working in a fridge. Personally, I have not adapted to the environment, which is very cold, closed and with a mass production process."
504,"Pouca oportunidade de crescimento, as vagas que tem nao poucas exige estudo ,mas o horario de trabalho nao ajuda para estudar , e existe pessoas que sabe execer a funcao porem essa pessoa nao é escolhida.",p,"There is little opportunity for growth, there are not many jobs that require study, but the working schedule does not help to study, and there are people who know how to do the job because that person is not chosen."
505,"Possivelmente deveriam melhorar com as entrevistas de emprego, variando junto a diversidade de cargos da empresa e funções emitidas aos funcionários",p,"Possibly they should improve with job interviews, varying together the diversity of company positions and functions issued to employees"
506,Algumas lideranças (não todas) pelas quais passei durante esses anos na BRF não eram líderes verdadeiros com habilidade para gestão de pessoas e a impressão que tenho é que há um certo comodismo em relação a isso. Dificilmente se vê mudanças de pessoas chaves mesmo quando essas pessoas estão aquém do desejado. Assim como em todas as empresas também há certo favorecimento de acordo com as relações pessoais de cada um.,p,"Some (not all) leaderships I have been through at BRF during these years were not real leaders with people management skills, and the impression I have is that there is a certain amount of self-indulgence in that. You can hardly see changes in key people even when these people fall short of the desired. Just as in all the companies there is also a certain favoring according to the personal relations of each one."
507,"Não conheço pontos negativos da enpresa, pelo menos até o momento em que estive incorporada dentro da renomada! A empresa é maravilhosa!!",p,"I do not know any negative aspects of the company, at least until I\'ve been incorporated into the brand! The company is wonderful !!"
508,Área atua te dá uma segurada nos analistas. Não permitindo participar de todos os recrutamentos internos. Prisma ter uma política de em mais próxima dos funcionários.,p,Area acts gives you an insured in the analysts. Not allowing to participate in all internal recruitments. Prisma has a policy of in closer to the employees.
509,"Falta de gestão de pessoas eficiente, não deixando claro quais são as expectativas e plano de carreira para o funcionário. Fazendo com que os fucionários nao tenham clareza sobre os planos para ele/ela.",p,"Lack of efficient people management, not making clear what the expectations are and career plan for the employee. Making the employees not clear about the plans for him / her."
510,Melhorar a remuneração variável e fixa para as áreas operacionais e mais capacitação técnica e mais benefícios incluindo unimed e odontológico.,p,Improve variable and fixed remuneration for operational areas and more technical training and more benefits including unimed and dental.
511,Meritocracia Mudanças Constantes Benefícios Trabalho,p,Meritocracy Constant Changes Benefits Work
512,"Local de trabalho muito diatante do centro da cidade, falta de transporte do centro até o local de trabalho, vale transporte apenas para onibus.",p,"Very diatante work place of the center of the city, lack of transport from the center to the place of work, valley transport only by bus."
513,"Infelizmente é uma empresa onde as oportunidades estão envolvidas em ""panelinhas"", onde somente quem é escolhido recebe uma boa chance de crescer na empresa, normalmente algum familiar ou conhecido de quem já esta no topo da pirâmide.",p,"Unfortunately it is a company where the opportunities are involved in \""cliques\"", where only those who are chosen receive a good chance to grow in the company, usually a family member or known to those who are already at the top of the pyramid."
514,"Não tenho reclamações da minha experiência. Tive treinamentos, conselhos e direcionamentos por parte dos gestores responsáveis pelo programa trainee.",p,"I have no complaints from my experience. I had training, advice and direction from the managers responsible for the trainee program."
515,Não havia muitos pontos negativos. Alguns problemas com transporte. Turnover muito alto. No geral foi uma empresa boa agregue conhecimento e determinação.,p,There were not many negatives. Some problems with transportation. Turnover too loud. Overall it was a good company to add knowledge and determination.
516,"Algumas áreas geridas por pessoas que não entendem muito bem o cerne do tema, o que impacta na geraçao de conteúdo da área e no reporte fidedigno de informaçoes",p,"Some areas managed by people who do not really understand the core of the topic, which impacts the generation of content in the area and reliable reporting of information"
517,"Alguns pontos a serem reajustados para melhor desempenho dos funcionários, como questões de hora extras e que talvez aumentar um pouco mas as paradas térmicas para intervalo",p,Some points to be readjusted for better employee performance such as overtime issues and that maybe increase slightly but the thermal stops for range
518,"Demora muito reconhecimento Trabalho muito intenso, e para alguns, estressante. Crescimento meritocrático, grande esforço e trabalho em alto nível necessários para subir, somente anos de casa não o farão, o que pode não ser bom para alguns. Baixos salários iniciais.",p,"It takes a lot of work Too intense work, and for some, stressful. Meritocratic growth, great effort and high-level work required to rise, only years of home will not do it, which may not be good for some. Low initial salaries."
519,"Não possui diretrizes para cada função o q dificulta as rotinas diárias, crescimento profissional por amizade e não por competência e subestima os profissionais das empresas concorrente",p,"Does not have guidelines for each function, which hinders daily routines, professional growth by friendship and not by competence and underestimates the professionals of the competitor companies"
520,"A empresa tem um péssimo plano de carreira para os promotores de vendas, pois como eles ficam longe dos olhos eles não são notados, e tem seu interesse profissional ignorado, existe um programa de plano de carreira mais é um a cada 100 que resistem ao tempo abusivo para subir um degrau nem tão grande assim.",p,"The company has a poor career plan for sales promoters because as they get away from the eyes they are not noticed, and have their professional interest ignored, there is a more career plan program is one in 100 that stand up to the time abusive to go up a not so great step."
521,"Trabajo muy desordenado, exigencias no acordes a las posibilidades de los empleados frente a la situacion de la empresa. Clima inestable. Pocas posibilidades de crecimiento",p,"Very disorderly work, demands not according to the possibilities of employees facing the situation of the company. Unstable weather. Few possibilities for growth"
522,"Ponto negativo é que o plano de carreira poderia ser melhor, ser analisado conforme o trabalho e nao por quem é ""peixe"" no mais a empresa é excelente.",p,"Negative point is that the career plan could be better, be analyzed according to work and not by who is \""fish\"" in the most the company is excellent."
523,"Por enquanto não há banco de horas/hora extra. Os últimos anos para a cia tem sido difíceis com resultados negativos o que impacta no programa de bônus e PLR. Por não haver controle de banco de horas o horário é flexível, entretanto sua jornada irá facilmente ultrapassar 10h de trabalho por dia (dependendo da área).",p,"For now there is no bank hours / overtime. The last few years for the company have been difficult with negative results which impacts on the bonus program and PLR. Because there is no time bank control, the time is flexible, however, your journey will easily exceed 10 hours of work per day (depending on the area)."
524,"Deveria investir na educação profissional de seus colaboradores, as vezes tem a oportunidade de crescimento, o colaborador tem experiencia mas não tem a formação educacional necessária.",p,"It should invest in the professional education of its employees, sometimes it has the opportunity of growth, the collaborator has experience but does not have the necessary educational training."
525,"Empresa desorganizada, processos mal definidos e administrativo com falta de conhecimento da ponta. Cobranças exarcebadas e falta de continuação de projetos.",p,"Disorganized company, poorly defined processes and administrative lack of knowledge of the tip. Exarcated charges and lack of continuation of projects."
526,"Supervisores que não sabem lidar com pessoas, pressão não é corente com o solário, muitas vezes agredindo a moral do funcionário, sendo assim muitas vezes ofensivo.",p,"Supervisors who do not know how to deal with people, pressure is not current with the solarium, often hitting the employee\'s morale, and thus often offensive."
527,"Melhorias na comunicação interna para um melhor desenvolvimento do trabalho, devido ao processo burocrático do sistema utilizado e um melhor ambiente de trabalho.",p,"Improvements in internal communication for a better development of the work, due to the bureaucratic process of the system used and a better working environment."
528,"Os processos não são bem definidos gerando um retrabalho maior por parte do Comercial, quase nada é automatizado nessa área o que o torna passível de erros.",p,"The processes are not well defined generating a greater rework on the part of the Commercial, almost nothing is automated in this area which makes it liable to errors."
529,"O pao do café sempre e velho e parece pão amanhecido. O horário e muito ruim, tendo que acordar de madrugada. O Salário e muito baixo para o tanto que trabalha. Os colegas de trabalho são um tanto ignorantes mas acho que isso é normal em uma área em que as pessoas não possuem muita instrução educacional. A empresa não da nenhuma oportunidade para o funcionário ficando estagnado sempre em um cargo.",p,"The coffee is always old and looks like moldy. The time is very bad, having to wake up at dawn. Salary is very low for what works. Co-workers are somewhat ignorant but I think this is normal in an area where people do not have much educational instruction. The company does not give any opportunity to the stagnant employee ever in a position."
530,Recursos humanos local em seu suporte online muito demorado para responder uma solicitação. Acesso a sede local um pouco complicado por meio de transporte público.,p,Local human resources in their very long online support to respond to a request. Access to local headquarters a bit complicated by public transport.
531,"Má gestão, crescimento e reconhecimento lento, o que desanima ou faz com o que o funcionário busque outra área, setor ou até outra empresa para trabalhar",p,"Poor management, growth and slow recognition, which discourages or causes the employee to seek another area, sector or even another company to work for"
532,Não correspondente ao cargo que o funcionário trabalha. Colocam a pessoa pra atuar na área e não pagam ela como atuante na área. Ex: Ser operador de Máquina com salário de operador de produção.,p,Not corresponding to the position that the employee works. They put the person to act in the area and do not pay her as an actuary in the area. Ex: Be a machine Operator with production operator salary.
533,"Gestão autocrata ,as metas não são anual , privilegios para pessoas mais antigas , elobaracao salarial erronea , roteirizaçao descabida e nao usual.",p,"Autocrat management, the goals are not annual, privileges for older people, the wrong pay raise, misplaced and unusual scheduling."
534,Não achei nada sobre negativa contratar os estrangeiros trabalhar dentro da fábrica não sei sim halal faz parte de BRF eu queria fazer parte funsonario BRF,p,I did not find anything negative about hiring the foreigners working inside the factory I do not know yes halal is part of BRF I wanted to be part of BRF funsonario
535,Estrutura não para de mudar e gera constante insegurança. Muitas vezes os trabalhos perdem foco ou continuidade em função da alteração constante da estrutura.,p,Structure does not stop to change and generates constant insecurity. Often jobs lose focus or continuity due to the constant change in structure.
536,"Salários baixos, time de back office mal remunerado, cultura da empresa beneficia apenas os altos cargos, falta de atenção do RH quanto aos funcionários e suas necessidades; falta de um feedback estruturado; limitações internas da empresa quanto a promoções e aumentos salariais.",p,"Low wages, low-paid back office, corporate culture benefits only the top positions, lack of HR attention to employees and their needs; lack of structured feedback; limitations of promotions and salary increases."
537,"Falta de plano de carreira, baixa remuneração, burocrática, nada mais a acrescentar......Falta de plano de carreira, baixa remuneração, burocrática, nada mais a acrescentar",p,"Lack of career plan, low pay, bureaucratic, nothing more to add ...... Lack of career plan, low pay, bureaucratic, nothing more to add"
538,Salário deveriam ser concentrar nos salários das pessoas com mais de 10anos de empresa pois um funcionário do iniciante ganha o mesmo que uma pessoa de 10anos,p,Salary should be to focus on the salaries of people over 10 years of business because a newbie employee earns the same as a 10-year-old
539,"Instabilidade da liderança, mudança constante de estrutura. Gestores muito técnicos e poucos influenciadores. Falta de cultura clara para todos os colaboradores.",p,"Instability of leadership, constant change of structure. Very technical managers and few influencers. Lack of clear culture for all employees."
540,"Para conseguir crescer precisa ser puxa saco ou ter ""contatos"" lá dentro, caso contrário ninguém irá te notar independente se você faz um excelente trabalho.",p,"To grow it needs to be pulls bag or have \""contacts\"" inside, otherwise no one will notice you regardless if you do a great job."
541,Difícil pra quem ama o lugar. Não tenho pontos para colocar,p,Difficult for those who love the place. I do not have points to place
542,Instabilidade - Pessoas e Processos. Histórico de alto turnover. Modelo de negócio e modelo de gestão pós-fusão ainda não consolidados. Desafiante.,p,Instability - People and Processes. High turnover history. Business model and post-merger management model not yet consolidated. Challenger.
543,"Os promotores são humilhados dentro dos estabelecimentos, temos um sofrimento muito grande que praticamente não conseguimos dar conta, o salário é muito baixo, as metas de loja ideal são infernais, quando não conseguimos tirar boas notas nas lojas os supervisores ficam com raiva e acaba se vingando do funcionário. (Exemplo) colocar em loja muito longe de sua residência. Já peguei lojas que eu tinha que estar 4h da madrugada...",p,"The promoters are humiliated inside the establishments, we have a very great suffering that we can hardly handle, the salary is very low, the ideal store targets are hellish, when we can not get good grades in the stores the supervisors get angry and finishes avenging the employee. (Example) put in store too far from your residence. I already picked up stores that I had to be at 4 am ..."
544,"Promotores deveriam receber insalubridade e ajuda de custo para visitar as lojas.. Seria muito importante a presença de vendedores ou supervisores na loja para conseguirmos entregar os resultados esperados da loja ideal,visto que promotores não tem voz dentro da loja.. O contato com RH poderia ser mais fácil..",p,"Promoters should receive insalubrity and cost help to visit the stores .. It would be very important the presence of salesmen or supervisors in the store to be able to deliver the expected results of the ideal store, since promoters have no voice inside the store .. Contact with RH could be easier"
545,"Remuneração, excesso de trabalho, viaja de mais, a gente vende não entrega ou vende e depois falta o produto bate meta depois eles cortam produtos para vc não atingir o 100%",p,"Compensation, overwork, over travels, we sell not deliver or sell and then lack the product hit targets after they cut products for you do not reach 100%"
546,"Falta de plano de carreira e orientação/ treinamentos que vislumbram crescimento profissional, além de um sistema de meritocracia com requisitos questionáveis. Salários desfasados.",p,"Lack of career plan and orientation / training that envisions professional growth, in addition to a system of meritocracy with questionable requirements. Wages outdated."
547,"A comunicaçao entre areas é horrivel. A pontualidade de reuniões não existe. Ninguem é dono do problema, sempre estão achando novos culpados. O emgajamento da maioria dos colaboradores é pessima.",p,"Communication between areas is horrible. Punctuality of meetings does not exist. Nobody owns the problem, they are always finding new culprits. The engagement of most of the collaborators is terrible."
548,"Da poucas oportunidades de crecimento, em caso de acidentes ou doenças ocupacionais a culpa nunca é da empresa sempre quem esta errado é o funcionario devia presta mas atenção e se respossabilizarem",p,"Of the few opportunities for growth, in case of accidents or occupational diseases the fault is never of the company always who is wrong is the official should pay more attention and if respossible"
549,"The company had gone through bad management. This affected the company culture and made it lose a lot of money. Under a new board, it will have a long way to try to be profitable again.",p,"The company had gone through bad management. This affected the company culture and made it lose a lot of money. Under a new board, it will have a long way to try to be profitable again."
550,Baixo salario Muitos descontos Os trabalhadotes so servem quando estao bem de saudo Mas depois q n tem mais tanta abilidade de trabalhar tornasse um estorvo para empressa.,p,"Low salary Many discounts The workers are only good when they are healthy. But once you have more ability to work, it becomes a hindrance to you."
551,"muitas coisas funcionam apenas na teoria, desconto no ticket alimentação e na passagem, investimentos em carreira abaixo do esperado, modalidade de trabalho no modo de banco de horas.",p,"many things work only in theory, discount on the food and ticket ticket, investments in career below expectations, working mode in hours bank mode."
552,"Não existe plano de cargos e carreira, salário abaixo do mercado, muito corporativismo e muita indicação de trabalho, existem PO internos, porém atrasados e não atualizados",p,"There is no job and career plan, salary below market, lots of corporatism and a lot of work indication, there are internal POs, but they are late and not updated"
553,"Empresa extremamente desorganizada, diretores sem preparo nenhum para gestão de pessoas, muitos projetos em 7andamento e quase nenhum é realmente colocado em produção.",p,"Extremely disorganized company, directors with no preparation for people management, many projects in 7andamento and almost none is actually put into production."
554,- underdelivering results- constant leadership management changes- very complex value chain with some gaps in between- strong silo structure,e,- underdelivering results- constant leadership management changes- very complex value chain with some gaps in between- strong silo structure
555,"No wage adjustments on leadership positions. New culture being created, also a lot of changes in the top management.",e,"No wage adjustments on leadership positions. New culture being created, also a lot of changes in the top management."
556,Salário abaixo do mercado em empresas de mesmo setor ou mesma região. burocracia para trabalhar é imensa de forma a atrapalhar o desempenho das funções.,p,Salary below market in companies of the same sector or region. bureaucracy to work is immense in order to hinder the performance of functions.
557,"A má administração da Diretoria nos ultimos 5 anos fez a Cia perder mercado de capital nas bolsas de valores, gerando bilhoes de prejuizo no balanço anual e com isso muitos colaboradores assim como eu foram desligados.",p,"The mismanagement of the Board over the last 5 years has caused Cia to lose capital market on the stock exchanges, generating billions of damages in the annual balance sheet and with that many employees as I have been disconnected."
558,"Sometimes it can be quite stressfull due to the importance of our role. The large amount of operational work, mainly from another areas takes your time.",e,"Sometimes it can be quite stressfull due to the importance of our role. The large amount of operational work, mainly from another areas takes your time."
559,"Instabilidade em seu sistema de gestão, com mudanças constantes que confundem o colaborador. Carência de uma política de comunicação interna mais elaborada, visando integrar mais os diversos setores constituintes da unidade, unificando seus objetivos.",p,"Instability in your management system, with constant changes that confuse the employee. Lack of a more elaborate internal communication policy, aiming to integrate more the diverse constituent sectors of the unit, unifying its objectives."
560,"Em partes podemos ressaltar que ela fica a merecer nas questões salariais quanto ao valor, por vezes compre desenvolvimento que poderá ter mais valorização do funcionário.",p,"In parts we can emphasize that it deserves in the salary questions as to the value, sometimes it buys development that can have more valorization of the employee."
561,"diretoria muito longe, poderiam estar mais próximos.",p,could be closer.
562,"É a primeira vez que eu acesso este site,a principio nao vi nada de negativo,mas se eu futuramente ver algum ponto negativo farei uma critica construtiva.Estao de parabens",p,"It is the first time I access this site, at first I did not see anything negative, but if I see some negative point in the future I will make a constructive criticism."
563,"Falta estrutura nas equipes, falam uma coisa e fazem outra, e salário baixo não há um plano de carreira sólido elaborado para que o colaborador visualize.",p,"There is a lack of structure in the teams, they speak one thing and they do another, and the bottom line is not a solid career plan drawn up for the collaborator to visualize."
564,Não saberia elencar pontos negativo até o presente momento.,p,I would not know how to list negative points until the present moment.
565,"Engessada; Muitas panelinhas (ou seja, você não cresce se não fizer parte dela) Definições de algumas estratégias erradas Muita pressão para cumprir cronogramas apertadíssimos",p,"Plaster; Many cliques (that is, you do not grow if you are not part of it) Definitions of some wrong strategies Too much pressure to comply with tight schedules"
566,"Mudança recorrente na alta direção da empresa, impactando diretamente no foco e gestão das áreas. Burocracia nos processos. Falta de organização de processos, tarefas, projetos.",p,"Recurring change in the top management of the company, directly impacting the focus and management of the areas. Bureaucracy in processes. Lack of organization of processes, tasks, projects."
567,"Metas inatingíveis por conta da gerencia que altera a meta no meio do mês, no intuito dos vendedores não atingirem suas metas e assim a empresa não paga remuneração variável",p,"Unattainable targets on behalf of management that changes the goal in the middle of the month, in order to sellers do not reach their goals and thus the company does not pay variable remuneration"
568,"A rotina na empresa é muito puxada qua tô a resultados, a gerência é extremamente grossa no trato diário com os funcionários. Além do que a empresa está passando uma fase complicada, o que reflete na nossa remuneração. Mas o pior pra mim é a preferência descarada que a chefia tem pelos sulistas. Só eles são bons para a BRF.",p,"The routine in the company is very drawn to the results, the management is extremely thick in the daily dealings with the employees. In addition to that the company is going through a complicated phase, which reflects in our compensation. But the worst thing for me is the brazen preference that the boss has for the Southerners. Only they are good for BRF."
569,"O predio nao é muito novo, nao tem copa unico lugar para almoçar é o shopping, o vr é pouco, a cesta de final do ano nao é la aquelas coisas apesar de receber os produtos da empresa. Nao tem festa de final de ano. Nao tem programa de estagio como um job rotarion e nem mesmo trainee.",p,"The building is not very new, there is no glass only place to have lunch is the mall, the vr is little, the end of the year basket is not those things despite receiving the company\'s products. There is no end-of-year party. There is no internship program as a job rotarion or even trainee."
570,"Trabalhamos muito, porém não somos tão bem recompensados nosso salário deveria ter uma aumento melhor, pois anulamento a inflação sobe e nosso salário não",p,"We work hard, but we are not so well rewarded our salary should have a better increase, because canceling inflation goes up and our salary does not"
571,"Ambiente tenso, os prazos são sempre muito curtos e não existe planejamento a longo prazo. Falta de humildade e empatia de alguns executivos.",p,"Tense environment, deadlines are always very short and there is no long-term planning. Lack of humility and empathy of some executives."
572,"As mudanças aconteciam num prazo de 6 meses, não tinha tempo de madurecer as mudanças e de fato saber se deram certo. Oportunidade de crescimento somente para quem está em São Paulo.",p,"The changes took place within 6 months, had no time to mature the changes and in fact know if they worked. Opportunity for growth only for those who are in S\303\243o Paulo."
573,Não tem grau de escolaridade o responsável pela granja que trabalho não tem voz ativa mente de mais pra poder conseguir as as coisas e principal não tem qualificação para lidar com pessoas,p,Does not have schooling level the person in charge of the farm who work does not have active voice too much to be able to get the things and main has no qualification to deal with people
574,"Deveriam exercer um processo de seleção melhor no quesito supervisão, pois escolhem funcionários sem experiencia no ramo que só analisam planilhas e não sabem a realidade vivenciada na rua!!! Agilizar Processos as vezes dificultam o andamento do trabalho, por burocracia.",p,"They should exercise a better selection process in the area of supervision, because they choose employees with no experience in the field who only analyze spreadsheets and do not know the reality experienced on the street !!! Speeding up Processes sometimes makes it harder for work to go through bureaucracy."
575,"Mudanças continuas não estruturadas. Aumento constante e desproporcional de metas, avaliação feita aleatoriamente e sem critérios padronizados.",p,"Unstructured continuous changes. Constant and disproportionate increase of goals, evaluation done randomly and without standardized criteria."
576,"A cobrança de indicadores, metas de produção são bem elevadas, o que gera tanto estresse nos colaboradores, quanto melhorias de processos.",p,"The collection of indicators, production targets are very high, which creates both employee stress and process improvements."
577,El ambiente laboral. La gran cantidad de rotación de personal. La sensación de quedarte sin trabajo todo el tiempo. La poca política comercial que tiene para los clientes,p,The work environment. The large amount of staff turnover. The feeling of running out of work all the time. The lack of trade policy for customers
578,"Não tinha insalubridade, isso eu não gostava, porque trabalhávamos em câmeras frias e congeladas, também com máquinas de fatiar, correndo risco de se machucar.",p,"There was no insalubrity, that I did not like, because we worked in cold and frozen cameras, also with slicing machines, at risk of getting hurt."
579,"Falta de gestão, mudanças constantes, empresa não possui muitos beneficios para os funcionários, resultado financeiro não muito bom e área de recursos humanos não participativo.",p,"Lack of management, constant changes, company does not have many benefits for employees, not very good financial results and non-participatory human resources area."
580,"Horário de entrada fora do habitual para uma empresa, poderia ser revisto , entrada as 16 horas aos finais de semana exige um pouco que o colaborador abra mão da sua família!",p,"Entry schedule outside the usual for a company, could be revised, entry at 4 pm on weekends requires rather that the employee give up his family\'s hand!"
581,"Empresa burocrática, com um processo de avaliação de desempenho que não se refletia nas ações de carreira. Os benefícios eram ótimos, mas havia muito desconto para o funcionário.",p,"Bureaucratic company, with a process of performance evaluation that was not reflected in the career actions. The benefits were great, but there was a lot of discount for the employee."
582,"Politica interna de transparência e conduta, não serve para cargos maiores e pessoas favorecidas, total falta de empatia com os funcionários deixando bem claro o favorecimento de conhecidos e amigos .",p,"Internal policy of transparency and conduct, does not fit for bigger positions and favored people, total lack of empathy with the employees making clear the favoring of acquaintances and friends."
583,Short term pressure makes people take wrong decisions,e,Short term pressure makes people take wrong decisions
584,"Sistema de gestão da empresa faliu nos últimos 2/3 anos , diante de tantas mudanças , alto turn-over no nível de liderança, muitas vezes faz mudanças demais e gera instabilidade.",p,"Company management system has failed in the last 2/3 years, facing so many changes, high turn-over at the leadership level, often makes too many changes and generates instability."
585,"Empreaa tornou-se extremamente política, promoções de cargo não consideram meritocracia e somente funcionários puxa saco. Gestores despreparados e sem interesse nos funcionários",p,"Empreaa has become extremely political, job promotions do not consider meritocracy and only employees pulls bag. Unprepared managers with no interest in employees"
586,"não tenho nenhuma reclamação contra empresa, ate o momento recebo um bom tratamento, pagamento em dia, não vi pontos negatiiivos ate o momento",p,"I have no complaints against the company, until the moment I receive a good treatment, payment up to date, I have not seen any negative points until the moment"
587,"gestão e tomada de decisões muito focada no Brasil, falta de follow trough com a estrategia estabelecida, gestão muito top down e isso inibe que ideias orgânicas subam na empresa",p,"management and decision-making very focused in Brazil, lack of follow-through with the established strategy, management very top down and this inhibits that organic ideas rise in the company"
588,"Metas inatingíveis, local de trabalho com clima muito ruim alta rotatividade de funcionários, insegurança na permanência (pois a cada chefia muda se todo o quadro funcional)",p,"Unattainable goals, workplace with bad weather, high turnover of employees, insecurity in permanence (because every manager changes if the entire staff)"
589,Bad management and leadership,e,Bad management and leadership
590,"Una empresa nacida de muchas fusiones donde no todo funciona como deberia, a veces hay que luchar contra las misma trabas que la empresa pone para hacer que las cosas pasen",p,"A company born of many mergers where everything does not work as it should, sometimes you have to fight against the same obstacles that the company puts to make things happen"
591,"No geral não há muito pontos negativo, mas os gestores deveriam aderir ao plano de carreira, pois muitas vezes o funcionário acaba sendo desvalorizado levando-o a desmotivação.",p,"Overall there are not many negative points, but managers should adhere to the career plan, as often the employee ends up being devalued leading to demotivation."
592,Pontos negativos seria de uma forma geral o senso de urgência que perdeu a gestão de prioridade. Tudo é urgente sem suporte nescessário para um serviço de qualidade . Mais pelo cenário de hoje é compreensível,p,Negative points would be in a general sense the sense of urgency that lost priority management. Everything is urgent without any necessary support for a quality service. More by today\'s scenario is understandable
593,Não tem cultura Horário de trabalho extrapolado Não tem política de meritocracia Política comercial está desajustada Grande altercação de lideranças,p,There is no culture Working time extrapolated Does not have meritocracy policy Commercial policy is out of order Great altercation of leaderships
594,"Falta de processos, gestão, definição de prioridades, nem metas são levadas a sério, até mesmo o core parece perdido - marketing e vendas. Rola muita carterada.",p,"Lack of processes, management, setting priorities, nor goals are taken seriously, even the core seems lost - marketing and sales. Looks great."
